86	"lua nova"	"C"	"tem"	"é"	"lua"	"nova"	"novo"	"uma"	"uma"	"Levantem-se pois agora e te salvem os astrólogos, que nas <strong>luas novas</strong> prognosticam o que há de vir sobre ti."	"Período de maior intensidade: época das chuvas, nos meses de janeiro a maio e no mês de setembro, durante as <strong>luas nova</strong> e cheia."	"Para muitos povos antigos, um novo mês era anunciado na passagem da <strong>lua nova</strong> para a lua crescente."
87	"lugar-comum"	"NC"	"tem"	"é"	"lugar"	"comum"	"comum"	"um"	"um"	"Cheias de <strong>lugares-comuns</strong> e banalidades;"	"Clichê, chavão, <strong>lugar-comum</strong>."	"Metodologias de desenvolvimento ágil e scrum são agora <strong>lugar-comum</strong>."
88	"má-fé"	"NC"	"tem"	"é"	"fé"	"má"	"mau"	"uma"	"uma"	"Há uma tremenda <strong>má-fé</strong> no que escreveu o fantasioso Will Durant."	"Para o juiz, o consumidor agiu de <strong>má-fé</strong>."	"Não sei se ele age assim por ignorância ou <strong>má-fé</strong>."
89	"magia negra"	"PC"	"tem"	"é"	"magia"	"negra"	"negro"	"uma"	"uma"	"E envolveu-se com satanismo e <strong>magia negra</strong>."	"Candomblé pensam logo em <strong>magia negra</strong>, ou macumba."	"O que faço para me proteger de <strong>magias negras</strong> e mau olhado?"
90	"mão-fechada"	"NC"	"tem"	"é"	"mão"	"fechada"	"fechado"	"um"	"uma"	"No jargão popular, um \"rei da sovinice\", um verdadeiro \"<strong>mão fechada</strong>\"."	"A questão não é ser <strong>mão fechada</strong>, mas acho que compensa mais você comprar um livro por um preço bacana e gastar o resto da grana com outra coisa."	"Mas o time podre de rico, com caixa gordo e <strong>mão fechada</strong>, como a Alemanha, anseia por novos mercados sem restrições para suas exportações."
91	"máquina virtual"	"C"	"tem"	"é"	"máquina"	"virtual"	"virtual"	"uma"	"uma"	"Feito isso, sua nova <strong>máquina virtual</strong> estará pronta para receber o Windows 8."	"Os bytecodes são interpretados pela <strong>máquina virtual</strong> Java."	"Para não deixar a <strong>máquina virtual</strong> muito lenta, é aconselhado utilizar metade da memória disponível."
92	"mar aberto"	"PC"	"tem"	"é"	"mar"	"aberto"	"aberto"	"um"	"um"	"Alcançada a ponta de Santo Antonio, saíram a <strong>mar aberto</strong>."	"Ele condena a turma a nadar em <strong>mar aberto</strong>."	"As espécies de <strong>mar aberto</strong> têm por princípio a natação contínua."
93	"maré alta"	"C"	"tem"	"é"	"maré"	"alta"	"alto"	"uma"	"uma"	"Em dias de <strong>maré alta</strong>, delas é possível apreciar as ondas que parecem invadir o ambiente."	"Seu volume também o condiciona a uma oscilação muito maior de suas águas quando dos intervalos entre <strong>maré alta</strong> a maré baixa."	"Em certas áreas litorâneas, como algumas ilhas do Pacífico, isso significou um avanço de 100 metros na <strong>maré alta</strong>."
94	"maré baixa"	"C"	"tem"	"é"	"maré"	"baixa"	"baixo"	"uma"	"uma"	"O adolescente perdeu a vida por meio de um mergulho na <strong>maré baixa</strong>."	"Apresenta grandes raízes aéreas que ficam expostas durante a <strong>maré baixa</strong>."	"Possui águas agitadas e mornas formando piscinas naturais na <strong>maré baixa</strong>."
95	"massa cinzenta"	"NC"	"tem"	"é"	"massa"	"cinzenta"	"cinzento"	"uma"	"uma"	"Estudos mostram aumento de <strong>massa cinzenta</strong> e branca em cérebros de adultos mais velhos."	"E perceberam um aumento na <strong>massa cinzenta</strong> daqueles que praticavam esportes."	"Uma das áreas que não nascem prontas é a parte superior da <strong>massa cinzenta</strong>, composta pelo neocórtex."
96	"mau contato"	"PC"	"tem"	"é"	"contato"	"mau"	"mau"	"um"	"um"	"Vi que o fio do seu carregador está com <strong>mau contato</strong>."	"Os aparelhos podem pegar fogo se submetidos a <strong>mau contato</strong> ou curto circuito."	"Verificar se há aquecimento nos fios ou <strong>mau contato</strong>, que causam fuga de energia."
97	"mau-humor"	"C"	"tem"	"é"	"humor"	"mau"	"mau"	"um"	"um"	"<strong>Mau humor</strong>, preguiça, desânimo."	"Afaste de mim todo <strong>mau humor</strong> e amargura."	"Seriedade não é cara feia e <strong>mau humor</strong>."
98	"mau-olhado"	"NC"	"tem"	"é"	"olhado"	"mau"	"mau"	"um"	"um"	"Esquecer o olho grande e o <strong>mau olhado</strong> em volta."	"Protege dos maus espíritos e do <strong>mau olhado</strong>."	"Ela é também usada como amuleto para proteger do <strong>mau olhado</strong>."
99	"mercado negro"	"PC"	"tem"	"é"	"mercado"	"negro"	"negro"	"um"	"um"	"Proliferou o <strong>mercado negro</strong> e incentivou-se o processo inflacionário."	"Sua aquisição se faz via <strong>mercado negro</strong> ou por meio de receita especial."	"As atividades do <strong>mercado negro</strong> exigem o cometimento de outros crimes."
100	"mesa-redonda"	"NC"	"tem"	"é"	"mesa"	"redonda"	"redondo"	"uma"	"uma"	"Uma <strong>mesa redonda</strong> diferente, mais dinâmica e com convidados especiais."	"Em seguida haverá <strong>mesa redonda</strong>, palestras e debates com o secretário de direitos humanos Fernando Matos."	"Capacitação gratuita diversas palestras, <strong>mesas redondas</strong> e conversas com especialistas estão sendo preparadas."
101	"montanha-russa"	"NC"	"tem"	"é"	"montanha"	"russa"	"russo"	"uma"	"uma"	"Cada <strong>montanha russa</strong> é mais emocionante do que a outra!"	"As crianças deliciavam-se durante tardes inteiras, com seu brinquedo favorito: uma <strong>montanha russa</strong>  em forma de dinossauro! "	"As <strong>montanhas russas</strong> também são um dos atrativos de este parque."
102	"navio negreiro"	"C"	"tem"	"é"	"navio"	"negreiro"	"negreiro"	"um"	"um"	"Acredita-se que tenham vindo da África em <strong>navios negreiros</strong>."	"Derrotada, foi levada como escrava para um <strong>navio negreiro</strong> e desembarcada em Recife."	"Esta lei permitia aos navios britânicos apreender <strong>navios negreiros</strong> que cruzassem o Atlântico."
103	"nó cego"	"PC"	"tem"	"é"	"nó"	"cego"	"cego"	"um"	"um"	"Há muitos <strong>nós cegos</strong> que têm de ser desatados e não podem ser abruptamente cortados em pedaços."	"A minha tese é a de que o pragmatismo político do ex-presidente lula colocou a quase totalidade dos partidos brasileiros em uma sacola e deu um <strong>nó cego</strong>."	"Eu tinha o coração mais apertado que um <strong>nó cego</strong>."
104	"novo mundo"	"NC"	"tem"	"é"	"mundo"	"novo"	"novo"	"um"	"um"	"Lentamente estamos construindo um <strong>novo mundo</strong>."	"O ensino fundamental é um <strong>novo mundo</strong>."	"Comece a construir este <strong>novo mundo</strong> em seu coração."
105	"novo-rico"	"PC"	"tem"	"é"	"rico"	"novo"	"novo"	"um"	"um"	"Os <strong>novos ricos</strong> precisam despejar dinheiro, pois não têm tradição."	"Perdemos a humildade e ganhámos a ganância dos <strong>novos ricos</strong>."	"Os <strong>novos ricos</strong>, emergentes, ex-pobres, escolhem religiões novas, recém-fundadas."
106	"núcleo atômico"	"C"	"tem"	"é"	"núcleo"	"atômico"	"atômico"	"um"	"um"	"As forças nucleares mantém os núcleos (protons e neutrons) unidos no <strong>núcleo atômico</strong>."	"É proibido manipular <strong>núcleos atómicos</strong>, assim como realizar fissão e fusão nuclear."	"Em estado de repouso, essas partículas têm massa e formam os átomos e os <strong>núcleos atômicos</strong>."
107	"olho gordo"	"NC"	"tem"	"é"	"olho"	"gordo"	"gordo"	"um"	"um"	"Eles também querem ser amados e terem amigos sinceros sem <strong>olho gordo</strong> em suas fortunas materiais."	"O nome turco do amuleto que protege contra o mau olhado e <strong>olho gordo</strong> é Nazar Boncuk."	"Eles são usados para espantar o mau olhado, ou o \" <strong>olho gordo</strong>\", como alguns preferem dizer."
108	"olho mágico"	"NC"	"tem"	"é"	"olho"	"mágico"	"mágico"	"um"	"um"	"Espero você tocar a campainha olhando o escuro pelo <strong>olho mágico</strong>."	"Quem atendeu a porta fui eu, ao ver o rosto do zelador no <strong>olho mágico</strong>."	"Dificulte a ação dos infratores, se possível instale grades nas janelas, <strong>olho mágico</strong> e trancas nas portas"
109	"olho nu"	"PC"	"tem"	"é"	"olho"	"nu"	"nu"	"um"	"um"	"Ilusionismo: pode gerar imagens imperceptíveis ao <strong>olho nu</strong>."	"Escondidas no interior do metal, ficam invisíveis ao <strong>olho nu</strong>."	"Ele acha que as mulheres sempre estão reclamando, mesmo com prosperidade a <strong>olhos nus</strong>."
110	"ônibus executivo"	"C"	"tem"	"é"	"ônibus"	"executivo"	"executivo"	"um"	"um"	"Viagens em <strong>ônibus executivos</strong> estão orçadas em R$ 60."	"Uma solução interessante são as \"lotações\", que é como eles chamam os <strong>ônibus executivos</strong>."	"Tem <strong>ônibus executivo</strong>, táxi, carona de amigo a questão é o quanto você quer, ou pode, gastar."
111	"ovelha negra"	"NC"	"tem"	"é"	"ovelha"	"negra"	"negro"	"uma"	"uma"	"Ele sempre foi o que você poderia chamar de <strong>ovelha negra</strong> da família."	"Já Eduardo Cunha deve sair do processo como a <strong>ovelha negra</strong> do partido."	"É claro que ela era a <strong>ovelha negra</strong> da família, muito diferente de todos os demais."
112	"pão-duro"	"NC"	"tem"	"é"	"pão"	"duro"	"duro"	"um"	"um"	"Era um <strong>pão duro</strong>, um avarento."	"O <strong>pão duro</strong> quer que seu cão seja tratado de graça."	"Mas o <strong>pão duro</strong> não consegue pagar e recebe uma carta de cobrança."
113	"papel higiênico"	"C"	"tem"	"é"	"papel"	"higiênico"	"higiênico"	"um"	"um"	"Forneciam sabonete, toalha e <strong>papel higiênico</strong>."	"Coloque assentos nos vasos-sanitários, sabonete líquido, papel toalha individual e  <strong>papel higiênico</strong>  nos sanitários masculino e feminino dos alunos."	"Pegue um pedaço de papel toalha ou  <strong>papel higiênico</strong>, embeba em álcool e passe sobre a placa; vá passando o papel até que não saia mais fuligem."
114	"paraíso fiscal"	"PC"	"tem"	"é"	"paraíso"	"fiscal"	"fiscal"	"um"	"um"	"Como se os seus donos tivessem embolsado os ganhos e mandado para algum <strong>paraíso fiscal</strong>."	"A ilha de Jersey é considerada um <strong>paraíso fiscal</strong>."	"A empresa também é suspeita de manter contas em <strong>paraísos fiscais</strong> através da M-Cor Holding."
115	"pastor alemão"	"NC"	"tem"	"é"	"pastor"	"alemão"	"alemão"	"um"	"um"	"Pit Bulls, Rottweilers e <strong>pastores alemães</strong> também apresentam maior incidência de displasia coxo-femural."	"Quando voltou aos Estados Unidos, ele trouxe um <strong>pastor alemão</strong> chamado Buddy."	"As raças analisadas são, entre outras, o Golden Retriever e o <strong>pastor alemão</strong> para o câncer."
116	"pau-mandado"	"NC"	"tem"	"é"	"pau"	"mandado"	"mandado"	"um"	"um"	"Este <strong>pau mandado</strong> dos poderosos da Europa, este borra-botas pensa que já o esquecemos?"	"Como um bom <strong>pau mandado</strong>, ele entregou as imensas riquezas de mineração e petróleo congolesas a corporações multinacionais."	"A cidade não precisa de um <strong>pau mandado</strong> dos governos federal ou estadual para se sentir segura em esse processo."
117	"pavio curto"	"NC"	"tem"	"é"	"pavio"	"curto"	"curto"	"um"	"um"	"É conhecido por seu <strong>pavio curto</strong> e comportamento agressivo."	"De <strong>pavio curto</strong>, admitiu que não tinha talento para obedecer ordens."	"É <strong>pavio curto</strong>, não tolera irreverências, coisas que acha fora de padrão."
118	"pé quente"	"NC"	"tem"	"é"	"pé"	"quente"	"quente"	"um"	"um"	"Espero confirmar lá no final do campeonato esta fama de <strong>pé quente</strong>."	"O <strong>pé quente</strong> Cláudio Assis é, no Brasil, um recordista de prêmios."	"Sou <strong>pé quente</strong> e gosto de vestir a camisa do time em que estou jogando."
119	"pé-direito"	"NC"	"tem"	"é"	"pé"	"direito"	"direito"	"um"	"um"	"Considera-se <strong>pé direito</strong> a altura compreendida entre o piso e o forro acabados."	"Tijolos aparentes, <strong>pé direito</strong> alto e decoração moderna e bonitinha."	"Todos os ambientes terão <strong>pé direito</strong> duplo."
120	"pé-frio"	"NC"	"tem"	"é"	"pé"	"frio"	"frio"	"um"	"um"	"<strong>Pé frio</strong> é pouco para definir certos graus de azar inexplicáveis."	"Após perder duas copas do mundo no comando da seleção brasileira de futebol, amargou por muito tempo a fama de <strong>pé frio</strong>."	"Ganhou até uma fama de \"<strong>pé frio</strong>\", por ter alguns rebaixamentos em seu currículo obviamente, folclore."
121	"pente fino"	"NC"	"tem"	"é"	"pente"	"fino"	"fino"	"um"	"um"	"Nós agora temos que fazer uma operação <strong>pente fino</strong>."	"Após um <strong>pente fino</strong>, a CGU apurou que a licitação para oito rotas foi forjada."	"A Nature usa o método de amostragem, escolhendo um trabalho por edição para o <strong>pente fino</strong>."
122	"peso morto"	"NC"	"tem"	"é"	"peso"	"morto"	"morto"	"um"	"um"	"Mas além do <strong>peso morto</strong> eles geram outro desperdício."	"Uma entidade, a paróquia, parecia ter se tornado um <strong>peso morto</strong> e inútil."	"Muitos fracassam na vida e se tornam <strong>pesos mortos</strong>, porque não se dão conta de isso."
123	"planta baixa"	"PC"	"tem"	"é"	"planta"	"baixa"	"baixo"	"uma"	"uma"	"Finalizaremos a <strong>planta baixa</strong> do pavimento inferior."	"Exercício: desenhar a <strong>planta baixa</strong> da figura abaixo na escala de 1:50."	"Por-que não faz a <strong>planta baixa</strong> de seu espaço de trabalho e projeta da forma que lhe for mais confortável?"
124	"poção mágica"	"C"	"tem"	"é"	"poção"	"mágica"	"mágico"	"uma"	"uma"	"Para ser feliz não existe <strong>poção mágica</strong>."	"De manhã, beba em jejum essa magnífica <strong>poção mágica</strong> de força e bem-estar."	"Ela usou uma <strong>poção mágica</strong> para transportá-lo, enquanto ele dormia."
125	"pólo-aquático"	"C"	"tem"	"é"	"pólo"	"aquático"	"aquático"	"<!--x-->"	"<!--x-->"	"Filho de brasileiros, ele foi vice-campeão olímpico de <strong>polo aquático</strong> pelos Estados Unidos em Pequim."	"O <strong>pólo aquático</strong> também faz parte do quadro de desportos dos jogos olímpicos."	"Os atletas amadores preferem utilizar o lago para natação ou um jogo de <strong>pólo aquático</strong>."
126	"ponto cego"	"PC"	"tem"	"é"	"ponto"	"cego"	"cego"	"um"	"um"	"Estes aparelhos simulam o movimento natural das ondas permitindo evitar <strong>pontos cegos</strong>."	"Já no trânsito, a precariedade visual provoca excesso de <strong>pontos cegos</strong>."	"Cabe então nos perguntarmos: quais são os <strong>pontos cegos</strong> da nossa ciência de hoje?"
127	"ponto forte"	"C"	"tem"	"é"	"ponto"	"forte"	"forte"	"um"	"um"	"Quais são seus <strong>pontos fortes</strong>?"	"Ambas tem <strong>pontos fortes</strong> e fracos."	"Todos nós temos <strong>pontos fortes</strong> e fragilidades."
128	"ponto fraco"	"C"	"tem"	"é"	"ponto"	"fraco"	"fraco"	"um"	"um"	"O projeto era simétrico, sem <strong>pontos fracos</strong>."	"E para reconhecer <strong>pontos fracos</strong> é necessário muita maturidade."	"Descubra o que seus clientes valorizam e quais são seus <strong>pontos fracos</strong>."
129	"prato feito"	"PC"	"tem"	"é"	"prato"	"feito"	"feito"	"um"	"um"	"Escolhemos o <strong>prato feito</strong> por R$ 15,00."	"Se você for comer na rua o prato típico é o Tali, que em Hindi quer dizer <strong>prato feito</strong>."	"Só tinha um cara, que eu saquei que devia ser o zelador, comendo um <strong>prato feito</strong>, sentado perto de uma das janelas."
130	"primeira infância"	"PC"	"tem"	"é"	"infância"	"primeira"	"primeiro"	"uma"	"uma"	"Isso se desenvolve desde a <strong>primeira infância</strong>."	"Da minha <strong>primeira infância</strong> só tenho lembranças felizes."	"Apavorei-me com o tema: diversidade sexual na <strong>primeira infância</strong>."
131	"primeira mão"	"NC"	"tem"	"é"	"mão"	"primeira"	"primeiro"	"uma"	"uma"	"Lembram que este blog deu em <strong>primeira mão</strong> que a Procuradoria Geral da República tinha publicado um site explicando o Mensalão para as crianças?"	"Encerrada a ligação, me dei conta de que tinha informações extraordinárias, obtidas de uma testemunha de <strong>primeira mão</strong>."	"Matilde tinha caído depois que o Coturno Noturno denunciou, em <strong>primeira mão</strong>, as suas compras no Duty Free com dinheiro público."
132	"primeira necessidade"	"PC"	"tem"	"é"	"necessidade"	"primeira"	"primeiro"	"uma"	"uma"	"Na ordem de prioridade dos usos da água, essa é a <strong>primeira necessidade</strong> a ser atendida."	"Os proprietários dos imóveis poderão usar das águas do aqueduto para as <strong>primeiras necessidades</strong> da vida."	"O possuidor do imóvel superior não poderá poluir as águas indispensáveis às <strong>primeiras necessidades</strong> da vida dos possuidores dos imóveis inferiores."
133	"primeira-dama"	"NC"	"tem"	"é"	"dama"	"primeira"	"primeiro"	"uma"	"uma"	"Foram padrinhos o prefeito e a <strong>primeira dama</strong> de Patrocínio Paulista."	"Jorginho conta que Luviana é uma <strong>primeira dama</strong> com jeito de primeira ministra."	"Siqueira deve viajar o nordeste em companhia da <strong>primeira dama</strong>..."
134	"primeiro ministro"	"PC"	"tem"	"é"	"ministro"	"primeiro"	"primeiro"	"um"	"um"	"Sócrates foi um péssimo <strong>primeiro ministro</strong>?"	"Considere-se o <strong>primeiro ministro</strong> britânico David Cameron."	"Tancredo Neves abriu a lista de <strong>primeiros ministros</strong>."
135	"primeiro plano"	"NC"	"tem"	"é"	"plano"	"primeiro"	"primeiro"	"um"	"um"	"Um <strong>primeiro plano</strong> mostra a tensão de seu semblante."	"Eu realmente consigo trazer a emoção para o <strong>primeiro plano</strong>."	"O sentido da sua vida ficou em <strong>primeiro plano</strong>."
136	"príncipe encantado"	"PC"	"tem"	"é"	"príncipe"	"encantado"	"encantado"	"um"	"um"	"Elas ainda são criadas para acreditar no <strong>príncipe encantado</strong>."	"Eu nunca esperei um <strong>príncipe encantado</strong> pelo contrário, sempre achei os sapos mais interessantes!"	"As moças assistiam ao filme Sissi a imperatriz e sonhavam com o <strong>príncipe encantado</strong>."
137	"processo seletivo"	"C"	"tem"	"é"	"processo"	"seletivo"	"seletivo"	"um"	"um"	"<strong>Processo seletivo</strong> inclui entrevista pessoal."	"As inscrições para o <strong>processo seletivo</strong> são gratuitas."	"Será publicado edital com informações sobre o <strong>processo seletivo</strong>."
138	"pronto-socorro"	"PC"	"tem"	"é"	"socorro"	"pronto"	"pronto"	"um"	"um"	"Há crianças que chegam esqueléticas ao <strong>pronto-socorro</strong>."	"A explosão acabou com 18 hospitais e 32 postos de <strong>pronto-socorro</strong>."	"Além disso, diariamente pessoas chegam no <strong>pronto-socorro</strong> com ferimentos de bala."
139	"puro-sangue"	"NC"	"tem"	"é"	"sangue"	"puro"	"puro"	"<!--x-->"	"<!--x-->"	"A paixão é como um legítimo cavalo <strong>puro sangue</strong>."	"Que fazer se os outros cavalos grandes e <strong>puros sangue</strong> tinham toda a prioridade?"	"Acredita-se que seja o antecessor do cavalo árabe e de outros <strong>puros sangues</strong>."
140	"quadro-negro"	"PC"	"tem"	"é"	"quadro"	"negro"	"negro"	"um"	"um"	"O primeiro cardápio da rede era escrito em um <strong>quadro negro</strong>."	"Quando muito diríamos que só são entes de giz no <strong>quadro negro</strong>."	"Mário taca um giz em Suzana, enquanto ela escreve no <strong>quadro negro</strong>."
141	"queda livre"	"C"	"tem"	"é"	"queda"	"livre"	"livre"	"uma"	"uma"	"De facto o PIB grego permaneceu em uma <strong>queda livre</strong> ininterrupta."	"Jovens curtindo a adrenalina da <strong>queda livre</strong> em direção ao abismo."	"Mesmo o preço no mercado europeu tem estado em <strong>queda livre</strong>!"
142	"quinta categoria"	"NC"	"tem"	"é"	"categoria"	"quinta"	"quinto"	"uma"	"uma"	"Somos um carro novo rodando a todo vapor com combustível de <strong>quinta categoria</strong>."	"Acabou o capítulo de \"Amor e Revolução\", um folhetim de <strong>quinta categoria</strong>."	"Espetáculo de <strong>quinta categoria</strong> com produção onerosa para o bolso do contribuinte."
143	"rede social"	"C"	"tem"	"é"	"rede"	"social"	"social"	"uma"	"uma"	"Veja as <strong>redes sociais</strong> como Facebook."	"O Twitter não é uma <strong>rede social</strong>."	"As <strong>redes sociais</strong> são os sites mais acessados."
144	"regime político"	"C"	"tem"	"é"	"regime"	"político"	"político"	"um"	"um"	"A democracia é o seu <strong>regime político</strong>."	"O absolutismo foi abolido em favor do <strong>regime político</strong> liberal."	"Os gregos distinguiam três <strong>regimes políticos</strong>: monarquia, aristocracia e democracia."
145	"relógio analógico"	"C"	"tem"	"é"	"relógio"	"analógico"	"analógico"	"um"	"um"	"Vem com formas coloridas e <strong>relógio analógico</strong>."	"A leitura de um <strong>relógio analógica</strong> em ângulo muda de acordo com a posição de quem lê."	"Engastes de alumínio escovado nas portas e volante dão uma dose extra de requinte ao interior do modelo, assim como o generoso <strong>relógio analógico</strong> no centro do console."
146	"relógio biológico"	"C"	"tem"	"é"	"relógio"	"biológico"	"biológico"	"um"	"um"	"O <strong>relógio biológico</strong> responde melhor se habituado a horários regulares."	"O DNA mitocondrial funciona, assim, como um verdadeiro <strong>relógio biológico</strong>."	"A melatonina é a chave que controla o <strong>relógio biológico</strong> do ser humano."
147	"reta final"	"NC"	"tem"	"é"	"reta"	"final"	"final"	"uma"	"uma"	"Estávamos na <strong>reta final</strong> de provas."	"Foram nove partidas sem derrota na <strong>reta final</strong>."	"Isto tudo às vésperas da <strong>reta final</strong> da competição."
148	"roda gigante"	"NC"	"tem"	"é"	"roda"	"gigante"	"gigante"	"uma"	"uma"	"São <strong>rodas gigante</strong>, trens de ferro, carrosséis."	"A mais nova <strong>roda gigante</strong> de Londres provou ser um sucesso imediato."	"A London Eye entrou para o Guinness, como a maior <strong>roda gigante</strong> do mundo."
149	"roleta russa"	"NC"	"tem"	"é"	"roleta"	"russa"	"russo"	"uma"	"uma"	"De rejeição as eleições em São Paulo viraram uma espécie de <strong>roleta russa</strong>."	"É uma <strong>roleta russa</strong> com todas as balas no revólver, feita pelos partidos."	"São duas horas de risadas, choros, nervosismo e uma <strong>roleta russa</strong> de emoções e sentimentos."
150	"saia justa"	"NC"	"tem"	"é"	"saia"	"justa"	"justo"	"uma"	"uma"	"Que <strong>saia justa</strong>, muito constrangida tive que recusar."	"Agora, está em uma tremenda <strong>saia justa</strong> para julgar os demais casos."	"De essa vez, o presidente norte-americano foi alvo de diversas insatisfações e <strong>saias justas</strong>."
151	"sala cirúrgica"	"C"	"tem"	"é"	"sala"	"cirúrgica"	"cirúrgico"	"uma"	"uma"	"Em essas instituições, leitos e <strong>salas cirúrgicas</strong> estão subutilizados."	"Os primeiros estudantes da faculdade de medicina estagiaram em seus ambulatórios e <strong>salas cirúrgicas</strong>."	"Serão 100 novos leitos, 10 <strong>salas cirúrgicas</strong>, 10 CTIs e mais espaço para hemodiálise eletiva."
152	"salão paroquial"	"C"	"tem"	"é"	"salão"	"paroquial"	"paroquial"	"um"	"um"	"Os <strong>salões paroquiais</strong> são importantes centros de decisão informal."	"Lá íamos nós para os <strong>salões paroquiais</strong>, as igrejas, os clubes."	"Este prédio, que é o <strong>salão paroquial</strong> foi idealizado pelo padre Edir, já falecido."
153	"sangue azul"	"NC"	"tem"	"é"	"sangue"	"azul"	"azul"	"<!--x-->"	"<!--x-->"	"Pelo menos no marketing, Sir Richard Branson tem <strong>sangue azul</strong>: ele é o rei do marketing."	"Ainda mais curioso, Washington não fora o único presidente americano a ter <strong>sangue azul</strong>."	"É o espírito nobre das pessoas, o chamado \"<strong>sangue azul</strong>\", o poder de liderança."
154	"sangue frio"	"NC"	"tem"	"é"	"sangue"	"frio"	"frio"	"<!--x-->"	"<!--x-->"	"Assassinado em estilo de execução a <strong>sangue frio</strong>."	"O assassinato de 11 deputados colombianos a <strong>sangue frio</strong>!"	"Carminha não mataria a <strong>sangue frio</strong> o homem que amava."
155	"sangue quente"	"NC"	"tem"	"é"	"sangue"	"quente"	"quente"	"<!--x-->"	"<!--x-->"	"Sim, ele tem o <strong>sangue quente</strong> espanhol!"	"A hispânia é um local cheio de pessoas de <strong>sangue quente</strong> e turistas."	"Não, tem de reclamar agora, com o <strong>sangue quente</strong> mesmo, isso é um absurdo!"
156	"secretária eletrônica"	"PC"	"tem"	"é"	"secretária"	"eletrônica"	"eletrônico"	"uma"	"uma"	"Não há emails na caixa de entrada, não há recados na <strong>secretária eletrônica</strong> e mesmo assim, você entende a mensagem."	"Finja ser uma <strong>secretária eletrônica</strong>, do pior jeito que você conseguir para ele perceber que está falando com um louco."	"Ser breve, não abusar das ligações pessoais e responder às mensagens na <strong>secretária eletrônica</strong> no prazo máximo de 24 horas"
157	"segundas intenções"	"NC"	"têm"	"são"	"intenções"	"segundas"	"segundo"	"<!--x-->"	"<!--x-->"	"Não tem malícia e muito menos <strong>segundas intenções</strong>."	"Ele manda uma cartinha meio sacana, cheia de <strong>segundas intenções</strong>."	"Padre com má-fé e com <strong>segundas intenções</strong> é duro de engolir."
158	"segundo plano"	"NC"	"tem"	"é"	"plano"	"segundo"	"segundo"	"um"	"um"	"Para Júlio, tudo o mais estava em <strong>segundo plano</strong>."	"A obediência está sendo relegada a <strong>segundo plano</strong>."	"Os aspectos táticos e técnicos ficaram em <strong>segundo plano</strong>."
159	"sentença judicial"	"C"	"tem"	"é"	"sentença"	"judicial"	"judicial"	"uma"	"uma"	"Em 2004 saiu uma <strong>sentença judicial</strong> favorável aos moradores."	"A indenização deverá ser determinada por <strong>sentença judicial</strong>."	"O valor inclui vencimentos, encargos sociais e pagamentos de <strong>sentenças judiciais</strong>."
160	"sétima arte"	"PC"	"tem"	"é"	"arte"	"sétima"	"sétimo"	"a"	"uma"	"Devo sem dúvida a essa precocidade cinéfila minha paixão pela <strong>sétima arte</strong>."	"Como já disseram, o filme não é o supra sumo da <strong>sétima arte</strong>."	"Esta cena é reverenciada hoje como um dos grandes momentos da <strong>sétima arte</strong>."
161	"sexto sentido"	"NC"	"tem"	"é"	"sentido"	"sexto"	"sexto"	"um"	"um"	"Foi um dia pesaroso, um <strong>sexto sentido</strong> me alertava que uma coisa ruim puxa outra."	"O <strong>sexto sentido</strong> é a percepção do outro energicamente."	"E através da intuição, desenvolvendo o <strong>sexto sentido</strong> e a plenitude do amor e da compaixão."
162	"sinal verde"	"NC"	"tem"	"é"	"sinal"	"verde"	"verde"	"um"	"um"	"Agora, basta o <strong>sinal verde</strong> da prefeitura em questão."	"Rony deu <strong>sinal verde</strong> para o combate."	"Em seguida, a justiça francesa dá <strong>sinal verde</strong> para a extradição."
163	"sistema político"	"C"	"tem"	"é"	"sistema"	"político"	"político"	"um"	"um"	"E um <strong>sistema político</strong> corrupto e clientelista."	"É de todos os partidos do <strong>sistema político</strong> brasileiro."	"O franquismo foi um <strong>sistema político</strong> repressivo e autoritário."
164	"tapete vermelho"	"NC"	"tem"	"é"	"tapete"	"vermelho"	"vermelho"	"um"	"um"	"Claro que eles arrasaram no <strong>tapete vermelho</strong>."	"Além disso, Daniel Cardoso fará as entrevistas direto do <strong>tapete vermelho</strong>."	"O canal TNT também está transmitindo direto do <strong>tapete vermelho</strong>."
165	"tartaruga-marinha"	"C"	"tem"	"é"	"tartaruga"	"marinha"	"marinho"	"uma"	"uma"	"Conhecer as características principais da <strong>tartaruga marinha</strong> e da baleia jubarte."	"Continuação da aventura da <strong>tartaruga marinha</strong> Sammy, que é capturada por humanos e levada para um aquário submarino."	"Os ambientalistas optaram por realizar passeatas multicoloridas, vestidos de <strong>tartaruga marinha</strong>."
166	"tela plana"	"C"	"tem"	"é"	"tela"	"plana"	"plano"	"uma"	"uma"	"Há moradores de favela com três televisores de <strong>tela plana</strong>."	"Novos monitores de <strong>tela plana</strong> foram usados, usando menos espaço e deixando a ponte com um visual mais limpo."	"Hoje ela tem tv de <strong>tela plana</strong>, dvd e máquina de lavar roupas."
167	"tempo real"	"C"	"tem"	"é"	"tempo"	"real"	"real"	"um"	"um"	"Acompanhe as projeções em <strong>tempo real</strong>."	"É um monitoramento em <strong>tempo real</strong>."	"Colaboração em <strong>tempo real</strong> com outros utilizadores;"
